日期,時段,指標,系統,1 福德一路/上匝道,西向,東向,2 福德一路/下匝道,下匝道,東向,3 福德一路/和成路,西向,東向(車尾),東向(路口4照車尾),4 福德一路/和平路,和平路南向,福德西向,和平路北向,和強路東向(車尾),5 八德轉運站出入口,西向,東向,6 和強路/120巷,東向,7 和強路/延平路,延平路南向,和強路西向,延平路北向,和強路東向,10 和平路/富榮街,和平路南向,和平路北向,14 大安小學,和平路東向,路徑1,路徑2,路徑3,路徑4,平均旅行時間,加權平均旅行時間,加權平均旅行時間_含邊界_先加,加權平均旅行時間_含邊界_後加,總加權旅行時間,延平路->和平路 (往東),和平路-> 上匝道前 (往東),上匝道前-> 上匝道後 (往東),東匝入口-> 下匝道後 (往西),下匝道後-> 和平路 (往西),和平路-> 延平路 (往西),和平路口左轉-> 和平路704巷,大安國小-> 和平/和強路口,大安國小-> 右轉和強路上匝道前 (往北)
2026-06-15,17:00~19:00,通過量,6102.0,1826.0,290.0,1536.0,3341.0,1824.0,1517.0,10380.0,4439.0,3199.0,2742.0,7513.0,535.0,4035.0,1700.0,1243.0,3160.0,2038.0,1122.0,1161.0,1161.0,3958.0,779.0,2012.0,351.0,816.0,3542.0,2035.0,1507.0,1004.0,1004.0,0.0,0.0,19.2,13.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-15,17:00~19:00,平均停等延滯,104.1,7.1,42.6,0.4,14.0,24.2,1.7,7.0,11.2,3.1,4.7,39.0,69.5,39.9,32.6,31.9,6.4,0.9,16.4,10.1,10.1,36.4,74.5,30.1,27.6,19.2,8.8,5.4,13.3,2.8,2.8,-,-,E,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-15,16:30~17:30,總停等延滯,332142.0,6440.0,6088.0,352.0,16666.0,15352.0,1314.0,33005.0,21476.0,4176.0,7353.0,154442.0,17251.0,77375.0,33446.0,26370.0,19877.0,1144.0,18733.0,5732.0,5732.0,74208.0,27903.0,29274.0,6318.0,10713.0,19067.0,7836.0,11231.0,2705.0,2705.0,nan,nan,201.7,216.7,-,-,-,-,-,-,106.2,19.5,37.0,107.7,-,109.0,142.7,39.5
2026-06-15,16:30~17:30,通過量,3385.0,1009.0,143.0,866.0,1824.0,986.0,838.0,5342.0,2172.0,1668.0,1502.0,3948.0,284.0,2033.0,928.0,703.0,1698.0,1055.0,643.0,678.0,678.0,2129.0,379.0,1035.0,202.0,513.0,1870.0,992.0,878.0,609.0,609.0,0.0,0.0,17.9,15.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-15,16:30~17:30,平均停等延滯,98.1,6.4,42.6,0.4,9.1,15.6,1.6,6.2,9.9,2.5,4.9,39.1,60.7,38.1,36.0,37.5,11.7,1.1,29.1,8.5,8.5,34.9,73.6,28.3,31.3,20.9,10.2,7.9,12.8,4.4,4.4,-,-,E,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-15,17:30~18:30,總停等延滯,346201.0,7958.0,7633.0,325.0,26406.0,24928.0,1478.0,39176.0,26434.0,5389.0,7353.0,157866.0,20910.0,84501.0,30194.0,22261.0,12559.0,1025.0,11534.0,6473.0,6473.0,79440.0,32415.0,32954.0,5611.0,8460.0,15159.0,4565.0,10594.0,1164.0,1164.0,nan,nan,182.2,266.5,-,-,-,-,-,-,149.9,16.6,46.5,103.3,-,163.2,128.7,36.9
2026-06-15,17:30~18:30,通過量,3173.0,930.0,165.0,765.0,1688.0,913.0,775.0,5431.0,2288.0,1709.0,1434.0,3834.0,293.0,2029.0,859.0,653.0,1653.0,1055.0,598.0,608.0,608.0,2033.0,420.0,1006.0,201.0,406.0,1792.0,1017.0,775.0,500.0,500.0,0.0,0.0,19.9,12.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-15,17:30~18:30,平均停等延滯,109.1,8.6,46.3,0.4,15.6,27.3,1.9,7.2,11.6,3.2,5.1,41.2,71.4,41.6,35.2,34.1,7.6,1.0,19.3,10.6,10.6,39.1,77.2,32.8,27.9,20.8,8.5,4.5,13.7,2.3,2.3,-,-,E,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-16,06:30~20:30,總停等延滯,3796063.0,111040.0,77130.0,33910.0,139950.0,114730.0,25220.0,428764.0,247707.0,58629.0,122428.0,1749521.0,211562.0,843424.0,405535.0,289000.0,209013.0,15146.0,193867.0,126744.0,126744.0,733872.0,316283.0,193063.0,85785.0,138741.0,224227.0,87737.0,136490.0,72932.0,72932.0,nan,nan,280.8,237.0,-,-,-,-,-,-,80.5,21.7,41.2,100.7,-,136.3,220.3,38.8
2026-06-16,06:30~20:30,通過量,42451.0,13567.0,1779.0,11788.0,23852.0,11993.0,11859.0,70478.0,25952.0,23293.0,21233.0,51206.0,3470.0,23902.0,12349.0,11485.0,21708.0,11809.0,9899.0,9882.0,9882.0,25401.0,4358.0,11326.0,2336.0,7381.0,23540.0,12406.0,11134.0,8542.0,8542.0,0.0,0.0,12.9,13.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-16,06:30~20:30,平均停等延滯,89.4,8.2,43.4,2.9,5.9,9.6,2.1,6.1,9.5,2.5,5.8,34.2,61.0,35.3,32.8,25.2,9.6,1.3,19.6,12.8,12.8,28.9,72.6,17.0,36.7,18.8,9.5,7.1,12.3,8.5,8.5,-,-,E,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-16,07:00~21:00,總停等延滯,3666310.0,110394.0,77737.0,32657.0,138331.0,114952.0,23379.0,410071.0,247711.0,53758.0,108602.0,1719781.0,209023.0,839442.0,391796.0,279520.0,193878.0,14834.0,179044.0,104763.0,104763.0,701542.0,306418.0,193476.0,82318.0,119330.0,216113.0,85062.0,131051.0,71437.0,71437.0,nan,nan,279.0,234.2,-,-,-,-,-,-,83.9,29.0,41.4,98.6,-,135.6,218.6,38.0
2026-06-16,07:00~21:00,通過量,41893.0,13174.0,1794.0,11380.0,23513.0,12068.0,11445.0,68998.0,26109.0,22456.0,20433.0,50654.0,3432.0,24117.0,12120.0,10985.0,21382.0,11943.0,9439.0,9515.0,9515.0,25197.0,4319.0,11495.0,2269.0,7114.0,23395.0,12498.0,10897.0,8355.0,8355.0,0.0,0.0,13.0,13.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-16,07:00~21:00,平均停等延滯,87.5,8.4,43.3,2.9,5.9,9.5,2.0,5.9,9.5,2.4,5.3,34.0,60.9,34.8,32.3,25.4,9.1,1.2,19.0,11.0,11.0,27.8,70.9,16.8,36.3,16.8,9.2,6.8,12.0,8.6,8.6,-,-,E,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-16,06:30~08:30,總停等延滯,710309.0,7012.0,4163.0,2849.0,10662.0,6692.0,3970.0,101172.0,36131.0,17662.0,47379.0,302401.0,41280.0,129383.0,73194.0,58544.0,52159.0,1485.0,50674.0,54192.0,54192.0,134773.0,60460.0,15103.0,19404.0,39806.0,39924.0,18291.0,21633.0,8014.0,8014.0,nan,nan,368.1,252.2,-,-,-,-,-,-,56.2,28.3,33.2,145.9,-,106.3,287.2,52.6
2026-06-16,06:30~08:30,通過量,6220.0,2172.0,130.0,2042.0,3503.0,1467.0,2036.0,11542.0,3096.0,4466.0,3980.0,7389.0,520.0,2803.0,1687.0,2379.0,3408.0,1298.0,2110.0,1886.0,1886.0,3633.0,621.0,1160.0,528.0,1324.0,3065.0,1435.0,1630.0,1356.0,1356.0,0.0,0.0,9.8,12.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-16,06:30~08:30,平均停等延滯,114.2,3.2,32.0,1.4,3.0,4.6,1.9,8.8,11.7,4.0,11.9,40.9,79.4,46.2,43.4,24.6,15.3,1.1,24.0,28.7,28.7,37.1,97.4,13.0,36.8,30.1,13.0,12.7,13.3,5.9,5.9,-,-,F,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-16,06:30~07:30,總停等延滯,377373.0,3400.0,1383.0,2017.0,3782.0,1420.0,2362.0,55211.0,13103.0,11639.0,30469.0,156762.0,21156.0,62568.0,42737.0,30301.0,29790.0,886.0,28904.0,34382.0,34382.0,69487.0,27954.0,3089.0,9419.0,29025.0,21796.0,6976.0,14820.0,2763.0,2763.0,nan,nan,366.9,222.0,-,-,-,-,-,-,59.4,38.0,28.3,147.2,-,74.8,269.6,59.2
2026-06-16,06:30~07:30,通過量,3031.0,1200.0,61.0,1139.0,1768.0,651.0,1117.0,5980.0,1337.0,2465.0,2178.0,3518.0,239.0,1123.0,866.0,1290.0,1670.0,478.0,1192.0,1046.0,1046.0,1634.0,273.0,373.0,250.0,738.0,1458.0,639.0,819.0,630.0,630.0,0.0,0.0,9.9,14.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-16,06:30~07:30,平均停等延滯,124.5,2.8,22.7,1.8,2.1,2.2,2.1,9.2,9.8,4.7,14.0,44.6,88.5,55.7,49.3,23.5,17.8,1.9,24.2,32.9,32.9,42.5,102.4,8.3,37.7,39.3,14.9,10.9,18.1,4.4,4.4,-,-,F,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-16,07:30~08:30,總停等延滯,332936.0,3612.0,2780.0,832.0,6880.0,5272.0,1608.0,45961.0,23028.0,6023.0,16910.0,145639.0,20124.0,66815.0,30457.0,28243.0,22369.0,599.0,21770.0,19810.0,19810.0,65286.0,32506.0,12014.0,9985.0,10781.0,18128.0,11315.0,6813.0,5251.0,5251.0,nan,nan,369.3,282.4,-,-,-,-,-,-,53.1,18.6,38.2,144.6,-,137.8,304.7,46.0
2026-06-16,07:30~08:30,通過量,3189.0,972.0,69.0,903.0,1735.0,816.0,919.0,5562.0,1759.0,2001.0,1802.0,3871.0,281.0,1680.0,821.0,1089.0,1738.0,820.0,918.0,840.0,840.0,1999.0,348.0,787.0,278.0,586.0,1607.0,796.0,811.0,726.0,726.0,0.0,0.0,9.8,11.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-16,07:30~08:30,平均停等延滯,104.4,3.7,40.3,0.9,4.0,6.5,1.7,8.3,13.1,3.0,9.4,37.6,71.6,39.8,37.1,25.9,12.9,0.7,23.7,23.6,23.6,32.7,93.4,15.3,35.9,18.4,11.3,14.2,8.4,7.2,7.2,-,-,F,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-16,07:00~09:00,總停等延滯,677813.0,8413.0,6367.0,2046.0,10592.0,7254.0,3338.0,94237.0,39272.0,14833.0,40132.0,308621.0,41664.0,138894.0,68751.0,59312.0,48622.0,1652.0,46970.0,37762.0,37762.0,126312.0,62136.0,20533.0,19597.0,24046.0,35383.0,17360.0,18023.0,7871.0,7871.0,nan,nan,339.4,243.2,-,-,-,-,-,-,59.3,18.6,36.0,136.4,-,106.9,271.6,49.2
2026-06-16,07:00~09:00,通過量,6291.0,2084.0,163.0,1921.0,3466.0,1555.0,1911.0,11354.0,3450.0,4200.0,3704.0,7654.0,552.0,3174.0,1674.0,2254.0,3461.0,1550.0,1911.0,1770.0,1770.0,3789.0,666.0,1378.0,532.0,1213.0,3206.0,1596.0,1610.0,1366.0,1366.0,0.0,0.0,10.7,13.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-16,07:00~09:00,平均停等延滯,107.7,4.0,39.1,1.1,3.1,4.7,1.7,8.3,11.4,3.5,10.8,40.3,75.5,43.8,41.1,26.3,14.0,1.1,24.6,21.3,21.3,33.3,93.3,14.9,36.8,19.8,11.0,10.9,11.2,5.8,5.8,-,-,E,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-16,10:00~12:00,總停等延滯,445545.0,14653.0,8988.0,5665.0,10052.0,5383.0,4669.0,44608.0,26838.0,5597.0,12173.0,214980.0,26384.0,96367.0,57633.0,34596.0,21152.0,1590.0,19562.0,10434.0,10434.0,85548.0,40047.0,19492.0,11106.0,14903.0,32805.0,13059.0,19746.0,11313.0,11313.0,nan,nan,241.8,230.1,-,-,-,-,-,-,68.9,21.3,44.1,83.4,-,146.7,174.9,45.6
2026-06-16,10:00~12:00,通過量,6104.0,2017.0,287.0,1730.0,3513.0,1723.0,1790.0,9746.0,3457.0,3270.0,3019.0,7267.0,503.0,3223.0,1915.0,1626.0,2962.0,1564.0,1398.0,1403.0,1403.0,3448.0,559.0,1499.0,328.0,1062.0,3358.0,1716.0,1642.0,1243.0,1243.0,0.0,0.0,15.0,14.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-16,10:00~12:00,平均停等延滯,73.0,7.3,31.3,3.3,2.9,3.1,2.6,4.6,7.8,1.7,4.0,29.6,52.5,29.9,30.1,21.3,7.1,1.0,14.0,7.4,7.4,24.8,71.6,13.0,33.9,14.0,9.8,7.6,12.0,9.1,9.1,-,-,E,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-16,11:00~12:00,總停等延滯,224153.0,7734.0,3582.0,4152.0,5253.0,2377.0,2876.0,19967.0,12654.0,2316.0,4997.0,109016.0,12942.0,53605.0,26548.0,15921.0,15080.0,635.0,14445.0,5214.0,5214.0,44287.0,23755.0,8258.0,5982.0,6292.0,13428.0,3161.0,10267.0,4174.0,4174.0,nan,nan,245.4,271.0,-,-,-,-,-,-,73.2,26.0,37.3,104.6,-,166.3,172.1,47.3
2026-06-16,11:00~12:00,通過量,3025.0,972.0,147.0,825.0,1725.0,848.0,877.0,4639.0,1649.0,1553.0,1437.0,3480.0,262.0,1545.0,904.0,769.0,1456.0,747.0,709.0,734.0,734.0,1740.0,293.0,736.0,153.0,558.0,1621.0,857.0,764.0,575.0,575.0,0.0,0.0,14.7,12.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-16,11:00~12:00,平均停等延滯,74.1,8.0,24.4,5.0,3.0,2.8,3.3,4.3,7.7,1.5,3.5,31.3,49.4,34.7,29.4,20.7,10.4,0.9,20.4,7.1,7.1,25.5,81.1,11.2,39.1,11.3,8.3,3.7,13.4,7.3,7.3,-,-,E,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-16,12:00~14:00,總停等延滯,418545.0,15195.0,5886.0,9309.0,8368.0,2730.0,5638.0,43523.0,27182.0,5726.0,10615.0,208118.0,24977.0,96322.0,55016.0,31803.0,19195.0,1357.0,17838.0,11986.0,11986.0,69810.0,36543.0,14857.0,8538.0,9872.0,27116.0,5099.0,22017.0,15234.0,15234.0,nan,nan,247.1,221.1,-,-,-,-,-,-,66.9,26.7,35.3,86.4,-,134.7,179.0,41.4
2026-06-16,12:00~14:00,通過量,6062.0,1965.0,271.0,1694.0,3386.0,1643.0,1743.0,9563.0,3303.0,3251.0,3009.0,6902.0,502.0,3047.0,1834.0,1519.0,2875.0,1477.0,1398.0,1416.0,1416.0,3393.0,559.0,1418.0,271.0,1145.0,3335.0,1664.0,1671.0,1322.0,1322.0,0.0,0.0,14.6,14.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-16,12:00~14:00,平均停等延滯,69.0,7.7,21.7,5.5,2.5,1.7,3.2,4.6,8.2,1.8,3.5,30.2,49.8,31.6,30.0,20.9,6.7,0.9,12.8,8.5,8.5,20.6,65.4,10.5,31.5,8.6,8.1,3.1,13.2,11.5,11.5,-,-,E,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-16,16:30~18:30,總停等延滯,712436.0,25667.0,19060.0,6607.0,63268.0,60815.0,2453.0,81145.0,54103.0,10753.0,16289.0,312209.0,35917.0,170855.0,63723.0,41714.0,23526.0,3986.0,19540.0,12538.0,12538.0,139605.0,56535.0,49393.0,13534.0,20143.0,40540.0,16930.0,23610.0,13938.0,13938.0,nan,nan,329.8,273.0,-,-,-,-,-,-,87.7,21.0,43.6,108.3,-,164.7,272.3,36.5
2026-06-16,16:30~18:30,通過量,6470.0,1922.0,326.0,1596.0,3526.0,1921.0,1605.0,10629.0,4489.0,3276.0,2864.0,7827.0,537.0,4090.0,1789.0,1411.0,3440.0,2206.0,1234.0,1287.0,1287.0,4130.0,792.0,2092.0,343.0,903.0,3685.0,2037.0,1648.0,1202.0,1202.0,0.0,0.0,11.0,11.9,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-16,16:30~18:30,平均停等延滯,110.1,13.4,58.5,4.1,17.9,31.7,1.5,7.6,12.1,3.3,5.7,39.9,66.9,41.8,35.6,29.6,6.8,1.8,15.8,9.7,9.7,33.8,71.4,23.6,39.5,22.3,11.0,8.3,14.3,11.6,11.6,-,-,E,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-16,17:00~19:00,總停等延滯,681912.0,23752.0,16841.0,6911.0,63863.0,61884.0,1979.0,78787.0,55879.0,9567.0,13341.0,307372.0,34152.0,172422.0,60733.0,40065.0,19786.0,3210.0,16576.0,11573.0,11573.0,130834.0,51535.0,50637.0,12386.0,16276.0,34627.0,14432.0,20195.0,11318.0,11318.0,nan,nan,334.9,256.1,-,-,-,-,-,-,69.1,20.7,44.9,114.8,-,141.3,279.1,35.2
2026-06-16,17:00~19:00,通過量,6007.0,1781.0,307.0,1474.0,3347.0,1859.0,1488.0,10216.0,4475.0,3051.0,2690.0,7470.0,499.0,4020.0,1676.0,1275.0,3324.0,2191.0,1133.0,1184.0,1184.0,3985.0,749.0,2130.0,319.0,787.0,3547.0,2060.0,1487.0,1028.0,1028.0,0.0,0.0,10.8,12.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-16,17:00~19:00,平均停等延滯,113.5,13.3,54.9,4.7,19.1,33.3,1.3,7.7,12.5,3.1,5.0,41.1,68.4,42.9,36.2,31.4,6.0,1.5,14.6,9.8,9.8,32.8,68.8,23.8,38.8,20.7,9.8,7.0,13.6,11.0,11.0,-,-,E,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-16,16:30~17:30,總停等延滯,366908.0,11403.0,8551.0,2852.0,30208.0,29286.0,922.0,41503.0,26657.0,5584.0,9262.0,156233.0,17431.0,81855.0,33939.0,23008.0,16243.0,2906.0,13337.0,6279.0,6279.0,73439.0,28152.0,26161.0,7275.0,11851.0,21824.0,8512.0,13312.0,9776.0,9776.0,nan,nan,308.0,304.4,-,-,-,-,-,-,129.9,18.5,43.1,117.5,-,186.9,252.9,36.6
2026-06-16,16:30~17:30,通過量,3407.0,989.0,167.0,822.0,1789.0,963.0,826.0,5364.0,2174.0,1673.0,1517.0,4012.0,282.0,2032.0,931.0,767.0,1774.0,1102.0,672.0,680.0,680.0,2126.0,405.0,1019.0,182.0,520.0,1869.0,981.0,888.0,708.0,708.0,0.0,0.0,11.7,10.6,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-16,16:30~17:30,平均停等延滯,107.7,11.5,51.2,3.5,16.9,30.4,1.1,7.7,12.3,3.3,6.1,38.9,61.8,40.3,36.5,30.0,9.2,2.6,19.8,9.2,9.2,34.5,69.5,25.7,40.0,22.8,11.7,8.7,15.0,13.8,13.8,-,-,E,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-16,17:30~18:30,總停等延滯,345528.0,14264.0,10509.0,3755.0,33060.0,31529.0,1531.0,39642.0,27446.0,5169.0,7027.0,155976.0,18486.0,89000.0,29784.0,18706.0,7283.0,1080.0,6203.0,6259.0,6259.0,66166.0,28383.0,23232.0,6259.0,8292.0,18716.0,8418.0,10298.0,4162.0,4162.0,nan,nan,351.7,241.5,-,-,-,-,-,-,45.4,23.5,44.2,99.0,-,142.4,291.8,36.4
2026-06-16,17:30~18:30,通過量,3063.0,933.0,159.0,774.0,1737.0,958.0,779.0,5265.0,2315.0,1603.0,1347.0,3815.0,255.0,2058.0,858.0,644.0,1666.0,1104.0,562.0,607.0,607.0,2004.0,387.0,1073.0,161.0,383.0,1816.0,1056.0,760.0,494.0,494.0,0.0,0.0,10.3,13.4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-16,17:30~18:30,平均停等延滯,112.8,15.3,66.1,4.9,19.0,32.9,2.0,7.5,11.9,3.2,5.2,40.9,72.5,43.2,34.7,29.0,4.4,1.0,11.0,10.3,10.3,33.0,73.3,21.7,38.9,21.7,10.3,8.0,13.6,8.4,8.4,-,-,E,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-17,06:30~20:30,總停等延滯,3950886.0,146301.0,92415.0,53886.0,146793.0,109779.0,37014.0,451408.0,244065.0,69868.0,137475.0,1750345.0,200034.0,863619.0,391656.0,295036.0,222159.0,13998.0,208161.0,130172.0,130172.0,802992.0,333660.0,207858.0,95877.0,165597.0,237644.0,97960.0,139684.0,63072.0,63072.0,nan,nan,285.0,275.2,-,-,-,-,-,-,82.9,28.8,69.1,117.9,-,157.4,195.4,44.9
2026-06-17,06:30~20:30,通過量,42353.0,13672.0,1863.0,11809.0,22862.0,11222.0,11640.0,70856.0,25828.0,23663.0,21365.0,49557.0,3478.0,22798.0,12107.0,11174.0,21618.0,11621.0,9997.0,10132.0,10132.0,26000.0,4751.0,11315.0,2514.0,7420.0,23323.0,12218.0,11105.0,8894.0,8894.0,0.0,0.0,12.7,11.8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-17,06:30~20:30,平均停等延滯,93.3,10.7,49.6,4.6,6.4,9.8,3.2,6.4,9.4,3.0,6.4,35.3,57.5,37.9,32.3,26.4,10.3,1.2,20.8,12.8,12.8,30.9,70.2,18.4,38.1,22.3,10.2,8.0,12.6,7.1,7.1,-,-,E,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-17,07:00~21:00,總停等延滯,3804955.0,143118.0,93030.0,50088.0,143257.0,110129.0,33128.0,431243.0,244383.0,63896.0,122964.0,1720841.0,196675.0,860133.0,376595.0,287438.0,204768.0,13595.0,191173.0,109676.0,109676.0,770465.0,325037.0,208987.0,90869.0,145572.0,222641.0,95003.0,127638.0,58946.0,58946.0,nan,nan,275.6,276.6,-,-,-,-,-,-,84.7,28.5,68.9,116.8,-,159.7,188.7,44.2
2026-06-17,07:00~21:00,通過量,41821.0,13364.0,1882.0,11482.0,22567.0,11298.0,11269.0,69557.0,26045.0,22867.0,20645.0,49038.0,3414.0,23012.0,11896.0,10716.0,21277.0,11716.0,9561.0,9852.0,9852.0,25807.0,4724.0,11472.0,2438.0,7173.0,23207.0,12315.0,10892.0,8717.0,8717.0,0.0,0.0,13.1,11.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-17,07:00~21:00,平均停等延滯,91.0,10.7,49.4,4.4,6.3,9.7,2.9,6.2,9.4,2.8,6.0,35.1,57.6,37.4,31.7,26.8,9.6,1.2,20.0,11.1,11.1,29.9,68.8,18.2,37.3,20.3,9.6,7.7,11.7,6.8,6.8,-,-,E,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-17,06:30~08:30,總停等延滯,810824.0,35326.0,6990.0,28336.0,25125.0,4594.0,20531.0,102685.0,28545.0,24369.0,49771.0,298015.0,38601.0,134773.0,71029.0,53612.0,64325.0,1440.0,62885.0,54382.0,54382.0,168430.0,63234.0,27359.0,23698.0,54139.0,47873.0,17878.0,29995.0,14663.0,14663.0,nan,nan,371.4,292.2,-,-,-,-,-,-,80.0,40.1,29.9,142.0,-,150.5,273.2,58.1
2026-06-17,06:30~08:30,通過量,6273.0,2144.0,137.0,2007.0,3384.0,1422.0,1962.0,11587.0,3084.0,4485.0,4018.0,7485.0,560.0,2833.0,1691.0,2401.0,3295.0,1135.0,2160.0,2017.0,2017.0,3779.0,679.0,1134.0,579.0,1387.0,2914.0,1405.0,1509.0,1331.0,1331.0,0.0,0.0,9.7,11.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-17,06:30~08:30,平均停等延滯,129.3,16.5,51.0,14.1,7.4,3.2,10.5,8.9,9.3,5.4,12.4,39.8,68.9,47.6,42.0,22.3,19.5,1.3,29.1,27.0,27.0,44.6,93.1,24.1,40.9,39.0,16.4,12.7,19.9,11.0,11.0,-,-,F,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-17,06:30~07:30,總停等延滯,437582.0,13608.0,2061.0,11547.0,9296.0,840.0,8456.0,60413.0,13615.0,14605.0,32193.0,159403.0,22475.0,66347.0,41897.0,28684.0,34513.0,866.0,33647.0,39196.0,39196.0,85094.0,27321.0,8921.0,11549.0,37303.0,29071.0,7931.0,21140.0,6988.0,6988.0,nan,nan,401.8,249.5,-,-,-,-,-,-,57.2,31.4,26.1,152.3,-,97.4,306.8,63.6
2026-06-17,06:30~07:30,通過量,3148.0,1155.0,55.0,1100.0,1728.0,629.0,1099.0,5992.0,1355.0,2463.0,2174.0,3866.0,295.0,1410.0,878.0,1283.0,1709.0,496.0,1213.0,1081.0,1081.0,1790.0,295.0,423.0,305.0,767.0,1449.0,647.0,802.0,617.0,617.0,0.0,0.0,9.0,13.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-17,06:30~07:30,平均停等延滯,139.0,11.8,37.5,10.5,5.4,1.3,7.7,10.1,10.0,5.9,14.8,41.2,76.2,47.1,47.7,22.4,20.2,1.7,27.7,36.3,36.3,47.5,92.6,21.1,37.9,48.6,20.1,12.3,26.4,11.3,11.3,-,-,F,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-17,07:30~08:30,總停等延滯,373242.0,21718.0,4929.0,16789.0,15829.0,3754.0,12075.0,42272.0,14930.0,9764.0,17578.0,138612.0,16126.0,68426.0,29132.0,24928.0,29812.0,574.0,29238.0,15186.0,15186.0,83336.0,35913.0,18438.0,12149.0,16836.0,18802.0,9947.0,8855.0,7675.0,7675.0,nan,nan,341.0,333.5,-,-,-,-,-,-,102.7,48.8,33.1,131.8,-,201.8,239.6,52.6
2026-06-17,07:30~08:30,通過量,3125.0,989.0,82.0,907.0,1656.0,793.0,863.0,5595.0,1729.0,2022.0,1844.0,3619.0,265.0,1423.0,813.0,1118.0,1586.0,639.0,947.0,936.0,936.0,1989.0,384.0,711.0,274.0,620.0,1465.0,758.0,707.0,714.0,714.0,0.0,0.0,10.6,9.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-17,07:30~08:30,平均停等延滯,119.4,22.0,60.1,18.5,9.6,4.7,14.0,7.6,8.6,4.8,9.5,38.3,60.9,48.1,35.8,22.3,18.8,0.9,30.9,16.2,16.2,41.9,93.5,25.9,44.3,27.2,12.8,13.1,12.5,10.7,10.7,-,-,E,F,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-17,07:00~09:00,總停等延滯,791786.0,35583.0,9045.0,26538.0,21359.0,4464.0,16895.0,97716.0,35648.0,20814.0,41254.0,314241.0,37990.0,153663.0,68487.0,54101.0,64014.0,1561.0,62453.0,46782.0,46782.0,155664.0,66073.0,28814.0,22896.0,37881.0,41468.0,17410.0,24058.0,14959.0,14959.0,nan,nan,367.3,303.0,-,-,-,-,-,-,84.8,38.4,33.6,159.0,-,144.1,271.1,57.8
2026-06-17,07:00~09:00,通過量,6269.0,2103.0,163.0,1940.0,3193.0,1473.0,1720.0,11521.0,3428.0,4288.0,3805.0,7617.0,532.0,3126.0,1703.0,2256.0,3343.0,1320.0,2023.0,1947.0,1947.0,3931.0,730.0,1306.0,588.0,1307.0,3007.0,1531.0,1476.0,1363.0,1363.0,0.0,0.0,9.9,10.7,-,-,-,-,-,-,-,-,-,-,-,-,-,-
2026-06-17,07:00~09:00,平均停等延滯,126.3,16.9,55.5,13.7,6.7,3.0,9.8,8.5,10.4,4.9,10.8,41.3,71.4,49.2,40.2,24.0,19.1,1.2,30.9,24.0,24.0,39.6,90.5,22.1,38.9,29.0,13.8,11.4,16.3,11.0,11.0,-,-,F,E,-,-,-,-,-,-,-,-,-,-,-,-,-,-
